corp_code,corp_name,stock_code,stage,stage_reason,risk_score,status,status_code,end_date,capital_total,capital_impaired,부채비율,유동비율,이자보상배율,fs_missing,induty_code,is_b2b_industry,final_distress_label,NO,기업명,기업코드,ESG등급,환경,사회,지배구조,평가년도,ESG 등급조정,환경 등급조정,사회 등급조정,지배구조 등급조정
00173944,우진,105840,0,정상,0.0,계속사업자,01,,174269978144.0,False,23.389452014689063,364.148438522053,,False,27216,False,False,408,우진,105840,B,C,B,B,2025,,,,
00129350,삼화콘덴서공업,001820,0,정상,0.0,계속사업자,01,,239899483023.0,False,22.50481464264927,352.9328739018992,,False,26291,False,False,599,삼화콘덴서공업,001820,C,C,C,C,2025,,,,
00303217,우진플라임,049800,1,유동비율<100%;,25.0,계속사업자,01,,104942839248.0,False,194.5934691125576,86.33734936182327,,False,292,False,False,406,우진플라임,049800,D,C,D,D,2025,,,,
01036446,서연이화,200880,1,유동비율<100%;,25.0,계속사업자,01,,1123514770801.0,False,61.57267194198105,90.98701224297535,,False,303,False,False,591,서연이화,200880,B+,B+,A,B,2025,,,,
00129554,갤럭시아에스엠,011420,0,정상,0.0,계속사업자,01,,72286895907.0,False,14.614788801543993,527.5608198189476,,False,911,False,False,902,갤럭시아에스엠,011420,D,D,D,D,2025,,,,
00105156,극동유화,014530,1,유동비율<100%;,25.0,계속사업자,01,,204960954927.0,False,102.59842088699128,85.12754791906848,,False,19221,False,False,871,극동유화,014530,D,C,C,D,2025,,,,
00146649,일진홀딩스,015860,1,유동비율<100%;,25.0,계속사업자,01,,255510544831.0,False,48.08054769843496,80.09649450881562,,False,64992,False,False,328,일진홀딩스,015860,C,C,C,B,2025,,,,
00148443,제일파마홀딩스,002620,1,유동비율<100%;,25.0,계속사업자,01,,297322190779.0,False,31.678512812388604,42.58947825444717,,False,715,True,False,313,제일파마홀딩스,002620,B+,B,A,B+,2025,,,,
00148939,조광피혁,004700,0,정상,0.0,계속사업자,01,,434710151011.0,False,,987.6353054094538,,False,15110,False,False,307,조광피혁,004700,D,D,D,D,2025,,,,
01255652,레이크머티리얼즈,281740,0,정상,0.0,계속사업자,01,,134523823798.0,False,135.37403120762872,112.25634271401783,,False,204,False,False,729,레이크머티리얼즈,281740,D,D,C,C,2025,,,,
00664181,인텔리안테크,189300,0,정상,0.0,계속사업자,01,,260456548698.0,False,,196.3429916994645,,False,26429,False,False,342,인텔리안테크,189300,C,C,B,D,2025,,,,
00763473,코스메카코리아,241710,1,유동비율<100%;,25.0,계속사업자,01,,226561525262.0,False,91.27348716639486,80.41592446769785,,False,20423,False,False,240,코스메카코리아,241710,C,C,C,C,2025,,,,
00166272,화승코퍼레이션,013520,1,유동비율<100%;,25.0,계속사업자,01,,306954124987.0,False,82.86089602078874,80.99358191951573,,False,303,False,False,22,화승코퍼레이션,013520,C,B+,A,C,2025,,,,
00143794,원림,005820,0,정상,0.0,계속사업자,01,,96963667457.0,False,13.366961183422433,364.48507918319126,,False,13225,False,False,403,원림,005820,D,D,D,D,2025,,,,
00118965,티에이치엔,019180,0,정상,0.0,계속사업자,01,,221041128667.0,False,143.14132664770304,120.7229601750662,,False,289,False,False,197,티에이치엔,019180,D,C,C,D,2025,,,,
00260879,카페24,042000,0,정상,0.0,계속사업자,01,,265990112212.0,False,50.39715701768569,194.5615739288184,,False,63112,False,False,271,카페24,042000,C,D,C,B,2025,,,,
00132354,쿠쿠홀딩스,192400,0,정상,0.0,계속사업자,01,,612246017074.0,False,22.504654665372296,4864.512401311307,,False,649,False,False,226,쿠쿠홀딩스,192400,C,D,C,C,2025,,,,
00159254,한국전자홀딩스,006200,0,정상,0.0,계속사업자,01,,149174836223.0,False,2.3101906556466902,,,False,64992,False,False,129,한국전자홀딩스,006200,D,C,D,D,2025,,,,
00168401,금비,008870,1,유동비율<100%;,25.0,계속사업자,01,,80216973463.0,False,86.69861610034252,68.75160555786952,,False,23192,False,False,869,금비,008870,D,C,D,D,2025,,,,
01407909,원텍,336570,0,정상,0.0,계속사업자,01,,161947557578.0,False,33.65298092238944,332.1613625546328,,False,271,False,False,395,원텍,336570,D,D,D,D,2025,,,,
01532603,화승알앤에이,378850,1,유동비율<100%;,25.0,계속사업자,01,,166895100708.0,False,178.50843084797594,80.86841899308585,,False,30399,False,False,25,화승알앤에이,378850,B+,B+,A,B,2025,,,,
00111458,대영포장,014160,0,정상,0.0,계속사업자,01,,192296367683.0,False,35.88399291855177,141.75847795836137,,False,1721,False,False,807,대영포장,014160,D,D,D,D,2025,,,,
00218575,황금에스티,032560,0,정상,0.0,계속사업자,01,,263100055113.0,False,20.52672866822654,319.0854695133955,,False,24290,False,False,15,황금에스티,032560,C,D,D,B,2025,,,,
00134316,세원정공,021820,0,정상,0.0,계속사업자,01,,389324625534.0,False,9.042615671102858,1553.069389257346,,False,303,False,False,565,세원정공,021820,D,C,C,D,2025,,,,
00103042,케이씨티시,009070,1,유동비율<100%;,25.0,계속사업자,01,,248904486515.0,False,158.46247122557617,67.17603899446834,,False,49301,False,False,255,케이씨티시,009070,D,C,D,D,2025,,,,
01267684,쿠쿠홈시스,284740,0,정상,0.0,계속사업자,01,,900766336452.0,False,16.508266169527747,356.1998628698586,,False,762,False,False,225,쿠쿠홈시스,284740,C,D,C,C,2025,,,,
00122348,방림,003610,0,정상,0.0,계속사업자,01,,180203817685.0,False,15.543425003881875,477.2769806126599,,False,132,False,False,667,방림,003610,D,C,D,D,2025,,,,
00147222,전방,000950,0,정상,0.0,계속사업자,01,,227574213316.0,False,4.616125560505857,3864.583420969945,,False,13101,False,False,324,전방,000950,D,C,D,D,2025,,,,
00145464,이구산업,025820,0,정상,0.0,계속사업자,01,,145642344047.0,False,158.8310247432913,125.23479901972888,,False,24221,False,False,368,이구산업,025820,C,C,D,C,2025,,,,
00109161,태경케미컬,006890,0,정상,0.0,계속사업자,01,,165040053608.0,False,30.768408487440364,460.5211462463836,,False,20121,False,False,213,태경케미컬,006890,D,D,D,D,2025,,,,
00101628,경방,000050,1,유동비율<100%;,25.0,계속사업자,01,,829121410431.0,False,42.3422734627616,58.19932706569652,,False,47119,False,False,896,경방,000050,C,C,D,C,2025,,,,
00823429,한국화장품,123690,0,정상,0.0,계속사업자,01,,44882196537.0,False,22.46070473999538,143.82656701514316,,False,46443,True,False,113,한국화장품,123690,D,D,C,D,2025,,,,
00174004,유성기업,002920,0,정상,0.0,계속사업자,01,,126455532022.0,False,99.31196474437462,155.14381195098812,,False,303,False,False,382,유성기업,002920,C,C,C,C,2025,,,,
00123107,보락,002760,0,정상,0.0,계속사업자,01,,48730562769.0,False,21.569183715002048,350.73749965284435,,False,2049,False,False,663,보락,002760,D,D,D,D,2025,,,,
00220561,광주신세계,037710,1,유동비율<100%;,25.0,계속사업자,01,,865233394114.0,False,45.95185377017648,40.18195602384665,,False,47111,False,False,882,광주신세계,037710,A,A,A+,A,2025,,,,
00165343,혜인,003010,0,정상,0.0,계속사업자,01,,127629006006.0,False,96.39919149195288,148.8830479320592,,False,465,True,False,28,혜인,003010,D,D,D,D,2025,,,,
00258689,JYP Ent.,035900,0,정상,0.0,계속사업자,01,,583926750069.0,False,28.096132608176227,238.4779913210759,,False,59201,False,False,1016,JYP Ent.,035900,B+,A,A+,B,2025,,,,
00101220,KG케미칼,001390,1,유동비율<100%;,25.0,계속사업자,01,,240100406057.0,False,54.71908884519342,89.08047789674724,,False,201,False,False,1004,KG케미칼,001390,C,B+,B+,D,2025,,,,
00152686,코리아써키트,007810,0,정상,0.0,계속사업자,01,,384880870574.0,False,120.23744943203778,153.8388308998026,,False,2622,False,False,246,코리아써키트,007810,C,B,B+,D,2025,,,,
00162993,한일홀딩스,003300,0,정상,0.0,계속사업자,01,,833672139735.0,False,8.631528395788008,234.9780535316465,,False,23311,False,False,80,한일홀딩스,003300,B+,A,A+,B,2025,,,,
00332927,제이에스코퍼레이션,194370,1,유동비율<100%;,25.0,계속사업자,01,,353931486637.0,False,85.73478231288793,62.11488922217306,,False,15121,False,False,319,제이에스코퍼레이션,194370,D,D,D,C,2025,,,,
00398792,SNT모티브,064960,0,정상,0.0,계속사업자,01,,1014510835725.0,False,25.004107021264115,369.5006706608911,,False,303,False,False,924,SNT모티브,064960,D,C,C,D,2025,,,,
00148920,조광페인트,004910,1,유동비율<100%;,25.0,계속사업자,01,,219083100642.0,False,87.95066431064593,80.41438851828939,,False,20411,False,False,308,조광페인트,004910,B+,A,A,B,2025,,,,
01170865,네오셈,253590,0,정상,0.0,계속사업자,01,,109617625886.0,False,32.014255198790984,580.878813818388,,False,292,False,False,849,네오셈,253590,D,D,D,D,2025,,,,
00136864,신원,009270,0,정상,0.0,계속사업자,01,,232547507369.0,False,181.3203589926801,110.29695934648724,,False,14112,False,False,532,신원,009270,B,B+,A+,C,2025,,,,
00137809,SHD,001770,0,정상,0.0,계속사업자,01,,55403591030.0,False,45.46632442716593,216.77503180993375,,False,24199,False,False,946,SHD,001770,D,D,D,C,2025,,,,
00220686,에스피지,058610,0,정상,0.0,계속사업자,01,,154019924758.0,False,82.00309303971385,121.65651560294062,,False,28111,False,False,466,에스피지,058610,D,D,D,D,2025,,,,
00857727,하림,136480,1,유동비율<100%;,25.0,계속사업자,01,,309592421000.0,False,168.48400303701231,68.62988171402978,,False,1012,False,False,149,하림,136480,A,A,A+,A,2025,,,,
00146269,일신방직,003200,0,정상,0.0,계속사업자,01,,604582416252.0,False,9.377182458672351,507.0070218197112,,False,13101,False,False,336,일신방직,003200,D,C,C,D,2025,,,,
00130091,샘표,007540,0,정상,0.0,계속사업자,01,,215368155466.0,False,2.944117547592128,9040.638029388048,,False,64992,False,False,595,샘표,007540,C,B,B+,D,2025,,,,
00138729,아세아제지,002310,0,정상,0.0,계속사업자,01,,739012193195.0,False,9.211073705794515,358.28254571773743,,False,172,False,False,503,아세아제지,002310,B+,B+,A,B,2025,,,,
00369170,인터플렉스,051370,0,정상,0.0,계속사업자,01,,310262477615.0,False,21.43955960235137,272.1418471260883,,False,2622,False,False,343,인터플렉스,051370,C,B,B,C,2025,,,,
00153126,크라운해태홀딩스,005740,1,유동비율<100%;,25.0,계속사업자,01,,303399726023.0,False,17.362588490935753,5.325818528169105,,False,64992,False,False,221,크라운해태홀딩스,005740,B,B,B+,B,2025,,,,
00223434,에프에스티,036810,0,정상,0.0,계속사업자,01,,218456789690.0,False,97.83349410209856,107.13378832169948,,False,2629,False,False,449,에프에스티,036810,C,C,B,D,2025,,,,
00325112,프로텍,053610,0,정상,0.0,계속사업자,01,,322705176406.0,False,10.063575641607274,685.6508744478493,,False,29271,False,False,166,프로텍,053610,D,C,C,D,2025,,,,
00860332,메리츠금융지주,138040,0,정상,0.0,계속사업자,01,,3449719254654.0,False,53.95688042367062,,,False,64992,False,False,703,메리츠금융지주,138040,A,B+,A,A,2025,,,,
00138297,STX,011810,2,완전자본잠식(자본총계<0),60.0,계속사업자,01,,-142092000000.0,True,-284.257382540889,33.11172040780111,,False,46800,True,False,919,STX,011810,D,D,C,D,2025,,,,
00105952,LS,006260,1,유동비율<100%;,25.0,계속사업자,01,,4936605000000.0,False,20.55266726829471,13.667029224031827,,False,64992,False,False,980,LS,006260,B+,A,A+,B,2025,,,,
00897752,천보,278280,1,유동비율<100%;,25.0,계속사업자,01,,426472893385.0,False,42.67377519975366,27.162686827864817,,False,201,False,False,280,천보,278280,D,C,D,D,2025,,,,
00160621,한국화장품제조,003350,0,정상,0.0,계속사업자,01,,104685922324.0,False,89.84156432028495,454.6867713813646,,False,20423,False,False,112,한국화장품제조,003350,D,C,C,D,2025,,,,
00539274,대상홀딩스,084690,1,유동비율<100%;,25.0,계속사업자,01,,399873089952.0,False,34.43133460331803,62.802320413552046,,False,64992,False,False,814,대상홀딩스,084690,B,A,A+,C,2025,,,,
00405320,웹젠,069080,0,정상,0.0,계속사업자,01,,709804199101.0,False,12.509515286111371,426.0598634641643,,False,5821,False,False,393,웹젠,069080,C,D,D,B,2025,,,,
00203023,시노펙스,025320,0,정상,0.0,계속사업자,01,,167218032204.0,False,,156.58560842724853,,False,2629,False,False,548,시노펙스,025320,C,C,C,C,2025,,,,
00161444,한국씨티은행,016830,1,부채비율≥200%;,25.0,계속사업자,01,,5565649000000.0,False,730.918011538277,,,False,64121,False,False,133,한국씨티은행,016830,등급없음,등급없음,등급없음,B+,2025,,,,
00108977,대구백화점,006370,1,유동비율<100%;,25.0,계속사업자,01,,194204662746.0,False,92.6599627905723,16.049625627572205,,False,47111,False,False,822,대구백화점,006370,D,D,C,D,2025,,,,
00148522,퍼스텍,010820,1,부채비율≥200%;유동비율<100%;,25.0,계속사업자,01,,82465023596.0,False,388.7652489698076,84.37110477731534,,False,252,False,False,183,퍼스텍,010820,D,C,C,D,2025,,,,
00134963,송원산업,004430,0,정상,0.0,계속사업자,01,,659652000000.0,False,48.48541352106868,168.38412808237268,,False,20499,False,False,554,송원산업,004430,C,B+,A,D,2025,,,,
00148948,조비,001550,0,정상,0.0,계속사업자,01,,54695146900.0,False,125.35452725879782,127.16696571952524,,False,20312,False,False,306,조비,001550,D,D,C,D,2025,,,,
00124151,부산주공,005030,1,부채비율≥200%;유동비율<100%;,25.0,계속사업자,01,,19306006163.0,False,1034.5318379353716,68.04645913175578,,False,30310,False,False,654,부산주공,005030,D,C,C,D,2025,,,,
00157070,한국단자공업,025540,0,정상,0.0,계속사업자,01,,950753122000.0,False,33.08740888888714,281.6889357080969,,False,2812,False,False,139,한국단자공업,025540,B,B+,A,C,2025,,,,
01032486,두산밥캣,241560,1,재무제표미제출;,25.0,계속사업자,01,,,,,,,True,29241,False,False,746,두산밥캣,241560,A,B+,A,A,2025,,,,
00153755,태양금속공업,004100,1,유동비율<100%;,25.0,계속사업자,01,,169297085445.0,False,195.85578431987872,85.49441736378617,,False,303,False,False,210,태양금속공업,004100,D,C,C,D,2025,,,,
00132804,성신양회,004980,1,유동비율<100%;,25.0,계속사업자,01,,586999785205.0,False,102.6044243085474,73.87327653155167,,False,23311,False,False,579,성신양회,004980,B+,B+,A,B,2025,,,,
00143262,우진아이엔에스,010400,0,정상,0.0,계속사업자,01,,80754726231.0,False,31.587751935449937,265.99639394673306,,False,422,False,False,407,우진아이엔에스,010400,C,C,C,C,2025,,,,
00114093,덕성,004830,0,정상,0.0,계속사업자,01,,96486847943.0,False,53.44837089555,182.15574583469743,,False,22214,False,False,780,덕성,004830,D,C,C,D,2025,,,,
01364747,가온칩스,399720,0,정상,0.0,계속사업자,01,,55047253193.0,False,185.9583518220253,116.38476198510124,,False,26112,False,False,906,가온칩스,399720,D,D,D,C,2025,,,,
00990165,아세아시멘트,183190,1,유동비율<100%;,25.0,계속사업자,01,,894005975000.0,False,35.02196369548872,98.52252219213383,,False,23311,False,False,504,아세아시멘트,183190,B+,A,B+,B,2025,,,,
00327819,선익시스템,171090,0,정상,0.0,계속사업자,01,,142338701437.0,False,155.75604052220913,137.32839038200672,,False,292,False,False,582,선익시스템,171090,D,D,D,D,2025,,,,
00126371,삼성전기,009150,0,정상,0.0,계속사업자,01,,6300553511178.0,False,,,,False,2622,False,False,630,삼성전기,009150,A,A,A+,B+,2025,,,,
00593032,LF,093050,0,정상,0.0,계속사업자,01,,1680364191592.0,False,15.176688377677646,280.38502835099894,,False,14111,False,False,991,LF,093050,B+,B+,B+,B+,2025,,,,
00133511,SG세계물산,004060,0,정상,0.0,계속사업자,01,,263171828130.0,False,10.958542652123803,250.30216539786863,,False,46800,True,False,947,SG세계물산,004060,D,D,C,D,2025,,,,
00414601,유니퀘스트,077500,0,정상,0.0,계속사업자,01,,249886858374.0,False,107.93877712140788,172.8865564074413,,False,4659,True,False,383,유니퀘스트,077500,D,D,D,D,2025,,,,
00416654,유엔젤,072130,0,정상,0.0,계속사업자,01,,62210888825.0,False,23.4785322262272,243.38865046908137,,False,631,False,False,379,유엔젤,072130,D,D,D,D,2025,,,,
00102140,경인전자,009140,0,정상,0.0,계속사업자,01,,63973200394.0,False,7.050212734742302,1679.1930116660776,,False,2629,False,False,893,경인전자,009140,D,D,D,D,2025,,,,
00587457,갤럭시아머니트리,094480,1,부채비율≥200%;,25.0,계속사업자,01,,129186199804.0,False,214.0603026682093,128.85435669577993,,False,58221,False,False,903,갤럭시아머니트리,094480,C,D,C,C,2025,,,,
00143527,경동인베스트,012320,0,정상,0.0,계속사업자,01,,293015651030.0,False,0.5714339258378283,6111.151209568854,,False,649,False,False,897,경동인베스트,012320,B,C,B+,B,2025,,,,
00154055,태원물산,001420,0,정상,0.0,계속사업자,01,,41677196315.0,False,8.983046886607731,3631.4832315436033,,False,303,False,False,208,태원물산,001420,D,D,D,D,2025,,,,
00144164,SK가스,018670,0,정상,0.0,계속사업자,01,,2590712566663.0,False,117.62619274731765,121.45023169030377,,False,46713,True,False,940,SK가스,018670,A+,A+,A+,A,2025,,,,
00159564,한국주강,025890,0,정상,0.0,계속사업자,01,,33280936944.0,False,15.101367072257506,222.81742536567117,,False,292,False,False,125,한국주강,025890,D,D,D,D,2025,,,,
00112165,디아이씨,092200,1,부채비율≥200%;유동비율<100%;,25.0,계속사업자,01,,79670251024.0,False,464.67723229022766,52.73140229578067,,False,303,False,False,736,디아이씨,092200,D,C,C,D,2025,,,,
01478712,대덕전자,353200,0,정상,0.0,계속사업자,01,,897249586601.0,False,30.95720961914684,232.7182442292756,,False,2622,False,False,820,대덕전자,353200,B+,B+,A+,B,2025,,,,
00143314,에이엔피,015260,1,부채비율≥200%;,25.0,계속사업자,01,,30206354504.0,False,244.3771245392254,100.5227998139684,,False,2622,False,False,458,에이엔피,015260,D,C,D,D,2025,,,,
00138701,아세아,002030,0,정상,0.0,계속사업자,01,,406913156000.0,False,6.470021578756721,559.5748521202447,,False,715,True,False,505,아세아,002030,B+,B+,A,B+,2025,,,,
00105299,금강공업,014280,1,유동비율<100%;,25.0,계속사업자,01,,278528501685.0,False,124.18689323622208,98.06432008332642,,False,2413,False,False,870,금강공업,014280,C,C,D,B,2025,,,,
00623661,원익머트리얼즈,104830,0,정상,0.0,계속사업자,01,,513898983965.0,False,16.051828871998342,261.7976741975437,,False,20121,False,False,399,원익머트리얼즈,104830,B+,B+,A,B+,2025,,,,
00159102,DB손해보험,005830,1,부채비율≥200%;,25.0,계속사업자,01,,9854901000000.0,False,502.8353608016966,,,False,65121,False,False,1071,DB손해보험,005830,B+,A,A,B+,2025,,,,
00122898,벽산,007210,0,정상,0.0,계속사업자,01,,259539734572.0,False,87.73957491192067,108.79957319649192,,False,23999,False,False,664,벽산,007210,C,B+,B+,D,2025,,,,
00808022,메지온,140410,1,부채비율≥200%;유동비율<100%;,25.0,계속사업자,01,,15989141688.0,False,408.49516337089824,69.32818492383484,,False,70113,False,False,698,메지온,140410,D,D,D,D,2025,,,,
00939331,한국콜마,161890,1,유동비율<100%;,25.0,계속사업자,01,,852945910220.0,False,79.2613713246629,69.8440792642917,,False,20423,False,False,120,한국콜마,161890,A,A,A+,B+,2025,,,,
00231372,롯데관광개발,032350,1,부채비율≥200%;유동비율<100%;,25.0,계속사업자,01,,16234293361.0,False,11641.6326277141,56.47680959783072,,False,75210,True,False,726,롯데관광개발,032350,D,D,C,D,2025,,,,
00129271,삼화전기,009470,0,정상,0.0,계속사업자,01,,84117929218.0,False,59.56180265821246,139.394495678656,,False,26291,False,False,601,삼화전기,009470,D,C,C,D,2025,,,,
00164812,현대코퍼레이션,011760,0,정상,0.0,계속사업자,01,,692221527229.0,False,142.73500709204856,110.16277715439831,,False,46800,True,False,34,현대코퍼레이션,011760,B,B,B+,B,2025,,,,
00188089,한섬,020000,0,정상,0.0,계속사업자,01,,1405017971188.0,False,20.79935437674917,326.34719406968634,,False,14112,False,False,103,한섬,020000,A,A,A+,A,2025,,,,
00106368,금호석유화학,011780,0,정상,0.0,계속사업자,01,,3386702097462.0,False,36.42028120428268,187.98264744981824,,False,201,False,False,866,금호석유화학,011780,B,A,A+,C,2025,,,,
00149026,CS홀딩스,000590,0,정상,0.0,계속사업자,01,,167329946086.0,False,4.736758964785889,5851.605477084637,,False,64992,False,False,1074,CS홀딩스,000590,C,D,D,B,2025,,,,
00123781,부국철강,026940,0,정상,0.0,계속사업자,01,,131409395234.0,False,15.716889074196317,513.7396777918332,,False,2413,False,False,657,부국철강,026940,D,D,D,D,2025,,,,
01291317,더블유씨피,393890,1,유동비율<100%;,25.0,계속사업자,01,,779838887180.0,False,101.76594292121024,31.726315293643363,,False,28202,False,False,784,더블유씨피,393890,D,C,D,D,2025,,,,
00961774,유티아이,179900,1,유동비율<100%;,25.0,계속사업자,01,,99081972141.0,False,110.1452262029012,28.1145370781012,,False,2629,False,False,374,유티아이,179900,C,D,D,B,2025,,,,
00131692,서흥,008490,0,정상,0.0,계속사업자,01,,371757136111.0,False,60.54304472417639,123.5055678438256,,False,2049,False,False,584,서흥,008490,B,B+,A,C,2025,,,,
00107677,비비안,002070,1,유동비율<100%;,25.0,계속사업자,01,,73366503623.0,False,158.17478627756196,77.85815228970073,,False,14120,False,False,651,비비안,002070,D,D,D,D,2025,,,,
00110608,DSR,155660,0,정상,0.0,계속사업자,01,,217903999192.0,False,38.1106508448372,174.6345959532007,,False,242,False,False,1062,DSR,155660,D,C,C,D,2025,,,,
01059605,디와이파워,210540,0,정상,0.0,계속사업자,01,,282797492543.0,False,10.556670960037112,522.7547870073907,,False,29241,False,False,731,디와이파워,210540,C,C,D,B,2025,,,,
00622787,바이오노트,377740,0,정상,0.0,계속사업자,01,,1052065607327.0,False,1.2971821623057975,3475.042697097876,,False,213,False,False,669,바이오노트,377740,C,D,D,B,2025,,,,
00136402,신송홀딩스,006880,0,정상,0.0,계속사업자,01,,134972432573.0,False,7.252583046323637,202.84673558186705,,False,46201,True,False,535,신송홀딩스,006880,D,D,D,D,2025,,,,
00133335,성창기업지주,000180,0,정상,0.0,계속사업자,01,,348861537376.0,False,17.31597122152562,2650.8694656563675,,False,71531,True,False,576,성창기업지주,000180,D,C,D,D,2025,,,,
00131054,유진증권,001200,1,부채비율≥200%;,25.0,계속사업자,01,,1051275121320.0,False,886.3240962809547,,,False,66121,False,False,376,유진증권,001200,B+,B,A,B,2025,,,,지배구조 등급조정(2025.11.)
00185356,제룡전기,033100,0,정상,0.0,계속사업자,01,,239344479226.0,False,11.517931844991285,914.3393888626427,,False,2811,False,False,322,제룡전기,033100,C,C,D,B,2025,,,,
00112679,대창단조,015230,0,정상,0.0,계속사업자,01,,261757664401.0,False,8.351499212458775,823.3178600114842,,False,303,False,False,797,대창단조,015230,D,C,C,D,2025,,,,
00439965,나노신소재,121600,0,정상,0.0,계속사업자,01,,251025182453.0,False,82.43331377191356,141.385266555536,,False,2049,False,False,856,나노신소재,121600,C,C,C,C,2025,,,,
00160205,한국내화,010040,0,정상,0.0,계속사업자,01,,174083143454.0,False,40.58957467221472,194.56818855716563,,False,2321,False,False,140,한국내화,010040,C,B+,A,D,2025,,,,
00628860,네오위즈,095660,0,정상,0.0,계속사업자,01,,536242104490.0,False,17.767352637408713,313.30457690346964,,False,5821,False,False,848,네오위즈,095660,C,C,B,C,2025,,,,
00129280,삼화전자공업,011230,1,유동비율<100%;,25.0,계속사업자,01,,21441253181.0,False,197.92100726931852,41.895123503654055,,False,265,False,False,600,삼화전자공업,011230,D,D,D,D,2025,,,,
00260383,대한유화,006650,0,정상,0.0,계속사업자,01,,1632154975049.0,False,22.72808125955461,233.4973051019004,,False,20111,False,False,795,대한유화,006650,B+,B+,B+,B,2025,,,,
01301252,티이엠씨,425040,0,정상,0.0,계속사업자,01,,194156156335.0,False,35.9587348466758,133.15076684564045,,False,20121,False,False,194,티이엠씨,425040,D,C,C,D,2025,,,,
00579971,칩스앤미디어,094360,0,정상,0.0,계속사업자,01,,88276827435.0,False,24.66630605187199,1024.5308137214042,,False,261,False,False,276,칩스앤미디어,094360,C,D,C,B,2025,,,,
00145109,유한양행,000100,0,정상,0.0,계속사업자,01,,2238767814892.0,False,21.22013865810009,280.4314149165946,,False,212,False,False,373,유한양행,000100,A,B+,A+,A,2025,,,,
00132628,성문전자,014910,1,유동비율<100%;,25.0,계속사업자,01,,34839160265.0,False,91.87327141221496,47.13718711277309,,False,26291,False,False,580,성문전자,014910,D,C,D,D,2025,,,,
00413523,한미글로벌,053690,0,정상,0.0,계속사업자,01,,166825687374.0,False,33.69875328729602,146.44908000571414,,False,72111,True,False,108,한미글로벌,053690,B+,A,A+,B,2025,,,,
00142883,우신시스템,017370,0,정상,0.0,계속사업자,01,,168567136123.0,False,53.702148262723256,152.01486385806083,,False,292,False,False,409,우신시스템,017370,C,D,C,C,2025,,,,
00161781,아난티,025980,0,정상,0.0,계속사업자,01,,499437154064.0,False,65.07104155938598,114.72332569584424,,False,551,False,False,509,아난티,025980,D,B,C,D,2025,,,,
00980122,JB금융지주,175330,0,정상,0.0,계속사업자,01,,2737047000000.0,False,39.2728732827752,,,False,64992,False,False,1021,JB금융지주,175330,A,A+,A,A,2025,,,,
00118275,디아이,003160,0,정상,0.0,계속사업자,01,,167246752988.0,False,71.18155504970657,139.4328061923152,,False,27212,False,False,738,디아이,003160,D,C,C,D,2025,,,,
00500254,GS,078930,1,유동비율<100%;,25.0,계속사업자,01,,6529104000000.0,False,5.197022439832479,56.51959876612906,,False,64992,False,False,1054,GS,078930,A,B+,A+,B+,2025,,,,
00113359,교보증권,030610,1,부채비율≥200%;,25.0,계속사업자,01,,2120740186000.0,False,775.736112919586,,,False,66121,False,False,879,교보증권,030610,B+,A,A,B+,2025,통합 등급조정(2025.11.),,,지배구조 등급조정(2025.11.)
00347062,현대바이오랜드,052260,0,정상,0.0,계속사업자,01,,136519149757.0,False,21.380536061757415,318.764704548059,,False,204,False,False,50,현대바이오랜드,052260,A+,A+,A+,A,2025,,,,
00177816,대주전자재료,078600,1,유동비율<100%;,25.0,계속사업자,01,,245019733722.0,False,154.298090187278,54.584191110964696,,False,2629,False,False,799,대주전자재료,078600,B+,B+,A,B,2025,,,,
00161976,한세예스24홀딩스,016450,1,유동비율<100%;,25.0,계속사업자,01,,414199022806.0,False,83.53271592315018,31.29117426950264,,False,1419,False,False,99,한세예스24홀딩스,016450,A,B+,A,A,2025,,,,
00435312,하이스틸,071090,0,정상,0.0,계속사업자,01,,144084951158.0,False,81.84122779462989,105.02302098106186,,False,2413,False,False,146,하이스틸,071090,D,C,C,D,2025,,,,
00246417,이오테크닉스,039030,0,정상,0.0,계속사업자,01,,664505614029.0,False,12.691062627248112,589.9356735078504,,False,29271,False,False,355,이오테크닉스,039030,D,C,C,D,2025,,,,
00555874,제주항공,089590,1,부채비율≥200%;유동비율<100%;,25.0,계속사업자,01,,254194851530.0,False,807.9196007581704,30.27861076720015,,False,511,False,False,310,제주항공,089590,A,A,A+,A,2025,,,,
00120021,LG,003550,0,정상,0.0,계속사업자,01,,9866118000000.0,False,5.287844722716676,466.5929567614268,,False,64992,False,False,990,LG,003550,A,B+,A+,B+,2025,,,,
00432102,한국금융지주,071050,0,정상,0.0,계속사업자,01,,8640712000000.0,False,61.93687510936599,,,False,64992,False,False,141,한국금융지주,071050,B,B,B+,B,2025,,,,
00231664,우리기술투자,041190,0,정상,0.0,계속사업자,01,,774380883825.0,False,-239.96895360228007,2916.363518287385,,False,6491,False,False,415,우리기술투자,041190,D,D,D,D,2025,,,,
00115065,동남합성,023450,0,정상,0.0,계속사업자,01,,54536610423.0,False,74.46797755306106,163.81896789791685,,False,201,False,False,772,동남합성,023450,D,D,C,D,2025,,,,
00369657,리노공업,058470,0,정상,0.0,계속사업자,01,,731218952370.0,False,8.302467100754368,972.0672655008862,,False,2629,False,False,710,리노공업,058470,D,D,D,C,2025,,,,
