corp_code,bsns_year,drctr_co,otcmp_drctr_co,stlm_dt,rcept_no,corp_name,outside_ratio
00113410,2025,5.0,3.0,2025-12-31,20260316001417,CJ대한통운,0.6
00131850,2025,7.0,4.0,2025-12-31,20260316000883,SK증권,0.5714285714285714
00536523,2025,4.0,1.0,2025-12-31,20260312000793,로보스타,0.25
00660750,2025,4.0,1.0,2025-12-31,20260313001351,하나머티리얼즈,0.25
00124540,2025,6.0,5.0,2025-12-31,20260318001029,대우건설,0.8333333333333334
01316245,2025,9.0,5.0,2025-12-31,20260323001004,효성중공업,0.5555555555555556
00111810,2025,5.0,3.0,2025-12-31,20260318001178,대웅,0.6
00159209,2025,9.0,6.0,2025-12-31,20260326001003,한전기술,0.6666666666666666
00155124,2025,7.0,3.0,2025-12-31,20260316000856,평화홀딩스,0.42857142857142855
00258801,2025,8.0,5.0,2025-12-31,20260318001423,카카오,0.625
00357360,2025,7.0,3.0,2025-12-31,20260318001269,한세엠케이,0.42857142857142855
00390055,2025,3.0,1.0,2025-12-31,20260318001214,종근당바이오,0.3333333333333333
00427483,2025,5.0,2.0,2025-12-31,20260318001528,대웅제약,0.4
00445054,2025,4.0,1.0,2025-12-31,20260319000032,하나마이크론,0.25
00155319,2025,10.0,6.0,2025-12-31,20260311004517,POSCO홀딩스,0.6
00157681,2025,6.0,3.0,2025-12-31,20260814002211,롯데정밀화학,0.5
00939687,2025,4.0,3.0,2025-12-31,20260318001036,동일고무벨트,0.75
00540641,2025,7.0,3.0,2025-12-31,20260323001365,동양고속,0.42857142857142855
00684802,2025,5.0,3.0,2025-12-31,20260323001605,에이플러스에셋,0.6
00872984,2025,7.0,4.0,2025-12-31,20260318001024,이마트,0.5714285714285714
00113191,2025,7.0,4.0,2025-12-31,20260331003834,코리안리,0.5714285714285714
00126487,2025,7.0,3.0,2025-12-31,20260318001442,F&F 홀딩스,0.42857142857142855
00141389,2025,5.0,3.0,2025-12-31,20260311004507,KZ정밀,0.6
00219486,2025,6.0,3.0,2025-12-31,20260316001238,신세계I&C,0.5
01568413,2025,7.0,3.0,2025-12-31,20260318001512,F&F,0.42857142857142855
01765256,2025,5.0,3.0,2025-12-31,20260317000766,동국씨엠,0.6
00132725,2025,6.0,3.0,2025-12-31,20260318001484,SB성보,0.5
01011526,2025,7.0,3.0,2025-12-31,20260326001049,엔켐,0.42857142857142855
00119007,2025,5.0,3.0,2025-12-31,20260313001288,무림P&P,0.6
00136086,2025,5.0,3.0,2025-12-31,20260316001269,무림페이퍼,0.6
00326731,2025,6.0,1.0,2025-12-31,20260324001036,바이오니아,0.16666666666666666
01784394,2025,4.0,2.0,2025-12-31,20260319000949,STX그린로지스,0.5
00108038,2025,4.0,1.0,2025-12-31,20260323001210,엔피씨,0.25
01152470,2025,6.0,2.0,2025-12-31,20260319001336,펄어비스,0.3333333333333333
00247975,2025,4.0,1.0,2025-12-31,20260318001251,솔브레인홀딩스,0.25
00109754,2025,4.0,1.0,2025-12-31,20260319001199,대림바스,0.25
00878915,2025,8.0,7.0,2025-12-31,20260515000720,iM금융지주,0.875
00263654,2025,4.0,1.0,2025-12-31,20260319001005,오스코텍,0.25
00256955,2025,6.0,3.0,2025-12-31,20260316001319,테이팩스,0.5
00128412,2025,7.0,3.0,2025-12-31,20260316001338,삼진제약,0.42857142857142855
00164973,2025,7.0,4.0,2025-12-31,20260312001448,현대해상,0.5714285714285714
00536541,2025,7.0,4.0,2025-12-31,20260318001612,에코프로,0.5714285714285714
00688996,2025,9.0,7.0,2025-12-31,20260619000667,KB금융,0.7777777777777778
00871833,2025,5.0,3.0,2025-12-31,20260602000343,에스티팜,0.6
00151128,2025,6.0,2.0,2025-12-31,20260318000984,모토닉,0.3333333333333333
00155355,2025,11.0,8.0,2025-12-31,20260323001547,풀무원,0.7272727272727273
00150439,2025,3.0,1.0,2025-12-31,20260304001741,진양산업,0.3333333333333333
00661847,2025,6.0,3.0,2025-12-31,20260323001157,화인베스틸,0.5
01105153,2025,6.0,3.0,2025-12-31,20260318001562,두산로보틱스,0.5
00447575,2025,3.0,1.0,2025-12-31,20260323001603,제이앤티씨,0.3333333333333333
00526599,2025,7.0,3.0,2025-12-31,20260401003696,덴티움,0.42857142857142855
00486705,2025,4.0,1.0,2025-12-31,20260318001296,아주스틸,0.25
00173698,2025,5.0,2.0,2025-12-31,20260320000508,신일전자,0.4
00114792,2025,3.0,1.0,2025-12-31,20260318000823,동국홀딩스,0.3333333333333333
00126186,2025,7.0,4.0,2025-12-31,20260310002989,삼성에스디에스,0.5714285714285714
00107987,2025,17.0,8.0,2025-12-31,20260319000635,남해화학,0.47058823529411764
00223762,2025,7.0,3.0,2025-12-31,20260605000121,KT지니뮤직,0.42857142857142855
00216647,2025,8.0,3.0,2025-12-31,20260319001183,원익홀딩스,0.375
00141671,2025,5.0,3.0,2025-12-31,20260323001680,오리콤,0.6
00149354,2025,4.0,2.0,2025-12-31,20260318001530,종근당홀딩스,0.5
00152862,2025,6.0,2.0,2025-12-31,20260323001718,코오롱,0.3333333333333333
00357740,2025,6.0,3.0,2025-12-31,20260318000635,NHN KCP,0.5
00129509,2025,4.0,1.0,2025-12-31,20260320000351,한익스프레스,0.25
00121534,2025,4.0,1.0,2025-12-31,20260312000803,MH에탄올,0.25
00126292,2025,7.0,4.0,2025-12-31,20260311004049,삼성카드,0.5714285714285714
00137252,2025,8.0,3.0,2025-12-31,20260318001588,사조동아원,0.375
00140177,2025,7.0,4.0,2025-12-31,20260311004487,GS리테일,0.5714285714285714
00150633,2025,6.0,3.0,2025-12-31,20260313000634,지누스,0.5
00140168,2025,6.0,2.0,2025-12-31,20260413002635,HS애드,0.3333333333333333
01093007,2025,6.0,2.0,2025-12-31,20260316001365,LS에코에너지,0.3333333333333333
00155258,2025,4.0,1.0,2025-12-31,20260317000684,포스코스틸리온,0.25
00155276,2025,7.0,4.0,2025-12-31,20260312000826,포스코퓨처엠,0.5714285714285714
00204208,2025,4.0,1.0,2025-12-31,20260313001223,마니커,0.25
00377610,2025,6.0,2.0,2025-12-31,20260318001415,세아홀딩스,0.3333333333333333
01032413,2025,7.0,3.0,2025-12-31,20260318001527,해성디에스,0.42857142857142855
01316254,2025,6.0,3.0,2025-12-31,20260312001146,HS효성첨단소재,0.5
00613318,2025,7.0,4.0,2025-12-31,20260323001610,와이지엔터테인먼트,0.5714285714285714
00113234,2025,6.0,2.0,2025-12-31,20260319000542,대한제당,0.3333333333333333
00121941,2025,7.0,4.0,2025-12-31,20260327000936,대상,0.5714285714285714
00142661,2025,7.0,3.0,2025-12-31,20260814003673,우성,0.42857142857142855
00156691,2025,4.0,2.0,2025-12-31,20260319000066,한국공항,0.5
00158149,2025,7.0,3.0,2025-12-31,20260319000588,한국쉘석유,0.42857142857142855
00127158,2025,5.0,2.0,2025-12-31,20260323001571,씨아이테크,0.4
00149345,2025,3.0,1.0,2025-12-31,20260312000677,조흥,0.3333333333333333
00428321,2025,6.0,2.0,2025-12-31,20260318001023,해태제과식품,0.3333333333333333
00108913,2025,8.0,3.0,2025-12-31,20260609000080,대교,0.375
01168684,2025,4.0,1.0,2025-12-31,20260318001699,스튜디오드래곤,0.25
00116824,2025,6.0,3.0,2025-12-31,20260318001307,동아쏘시오홀딩스,0.5
00956930,2025,6.0,4.0,2025-12-31,20260318001313,동아에스티,0.6666666666666666
00855093,2025,7.0,3.0,2025-12-31,20260320000571,선진,0.42857142857142855
01167056,2025,3.0,1.0,2025-12-31,20260515000077,샘표식품,0.3333333333333333
01205329,2025,4.0,2.0,2025-12-31,20260318000900,크라운제과,0.5
00101488,2025,9.0,3.0,2025-12-31,20260318001570,경동나비엔,0.3333333333333333
00107066,2025,4.0,1.0,2025-12-31,20260323000403,남광토건,0.25
00184667,2025,4.0,1.0,2025-12-31,20260320001208,유진기업,0.25
00125521,2025,7.0,4.0,2025-12-31,20260318000781,에스엘,0.5714285714285714
00131832,2025,7.0,4.0,2025-12-31,20260317000867,SK디스커버리,0.5714285714285714
00145190,2025,7.0,3.0,2025-12-31,20260311004334,유화증권,0.42857142857142855
00114808,2025,3.0,1.0,2025-12-31,20260312001256,동국제약,0.3333333333333333
00156488,2025,8.0,3.0,2025-12-31,20260602000398,휴스틸,0.375
00163761,2025,4.0,1.0,2025-12-31,20260318000958,한창제지,0.25
00106614,2025,4.0,1.0,2025-03-31,20250612000335,기신정기,0.25
00557933,2025,3.0,1.0,2025-12-31,20260323000280,진도,0.3333333333333333
00122551,2025,4.0,1.0,2025-12-31,20260319000754,백산,0.25
00140946,2025,7.0,2.0,2025-12-31,20260313000860,한솔로지스틱스,0.2857142857142857
00534598,2025,8.0,3.0,2025-12-31,20260317000861,한컴라이프케어,0.375
00123718,2025,5.0,3.0,2025-12-31,20260316001273,부광약품,0.6
00126414,2025,6.0,2.0,2025-12-31,20260318001547,삼성제약,0.3333333333333333
00141149,2025,5.0,3.0,2025-12-31,20260312000801,영진약품,0.6
00144818,2025,5.0,3.0,2025-12-31,20260318001501,유유제약,0.6
00158963,2025,8.0,3.0,2025-12-31,20260319001196,유나이티드,0.375
00161046,2025,8.0,3.0,2025-12-31,20260318000762,한독,0.375
00167192,2025,6.0,3.0,2025-12-31,20260318000932,넥센,0.5
00854997,2025,7.0,4.0,2025-12-31,20260318001064,에스디바이오센서,0.5714285714285714
00157399,2025,6.0,3.0,2025-12-31,20260311004024,한솔테크닉스,0.5
00164706,2025,4.0,3.0,2025-11-30,20260213002543,현대약품,0.75
00166573,2025,5.0,3.0,2025-12-31,20260312001200,환인제약,0.6
00541349,2025,8.0,5.0,2025-12-31,20260316001332,셀트리온제약,0.625
00937324,2025,8.0,5.0,2025-12-31,20260318000959,한국타이어앤테크놀로지,0.625
01108099,2025,6.0,3.0,2025-12-31,20260323001454,현대코퍼레이션홀딩스,0.5
00992871,2025,6.0,2.0,2025-12-31,20260318001376,종근당,0.3333333333333333
01012066,2025,6.0,3.0,2025-12-31,20260318000705,HK이노엔,0.5
00148832,2025,7.0,4.0,2025-12-31,20260316000708,제주은행,0.5714285714285714
00128111,2025,4.0,1.0,2025-12-31,20260318000807,포스코엠텍,0.25
00130763,2025,7.0,3.0,2025-12-31,20260319000003,서울반도체,0.42857142857142855
00219574,2025,5.0,2.0,2025-12-31,20260317000869,코스맥스비티아이,0.4
00589127,2025,4.0,1.0,2025-12-31,20260319000580,KEC,0.25
01009789,2025,5.0,2.0,2025-12-31,20260318000694,코스맥스,0.4
01412725,2025,5.0,3.0,2025-12-31,20260318001264,두산퓨얼셀,0.6
00122481,2025,4.0,1.0,2025-12-31,20260319000934,태경비케이,0.25
01274329,2025,6.0,3.0,2025-12-31,20260602000219,성일하이텍,0.5
00162072,2025,3.0,1.0,2025-12-31,20260319001391,한신기계공업,0.3333333333333333
00141307,2025,6.0,4.0,2025-12-31,20260317000753,영풍,0.6666666666666666
00158219,2025,4.0,1.0,2025-12-31,20260319000661,시그네틱스,0.25
00157991,2025,4.0,1.0,2025-12-31,20260319001351,한국석유공업,0.25
00203315,2025,4.0,1.0,2025-12-31,20260318001520,콘텐트리중앙,0.25
01008762,2025,5.0,2.0,2025-12-31,20260316001364,데브시스터즈,0.4
00126779,2025,8.0,2.0,2025-12-31,20260318000860,삼아알미늄,0.25
00138516,2025,4.0,1.0,2025-12-31,20260312001247,아남전자,0.25
00191472,2025,6.0,2.0,2025-12-31,20260312001374,KPX케미칼,0.3333333333333333
00788773,2025,6.0,2.0,2025-12-31,20260319000422,씨젠,0.3333333333333333
00104856,2025,7.0,4.0,2025-12-31,20260312001379,삼성증권,0.5714285714285714
00105961,2025,7.0,4.0,2025-12-31,20260312001270,LG이노텍,0.5714285714285714
00126256,2025,6.0,4.0,2025-12-31,20260331004244,삼성생명,0.6666666666666666
00126478,2025,7.0,4.0,2025-12-31,20260312001037,삼성중공업,0.5714285714285714
00136378,2025,7.0,4.0,2025-12-31,20260316001039,신세계,0.5714285714285714
00137997,2025,5.0,3.0,2025-12-31,20260318001432,현대차증권,0.6
00166519,2025,5.0,2.0,2025-12-31,20260318000857,화천기공,0.4
00103006,2025,10.0,4.0,2025-12-31,20260319001226,고려제강,0.4
00105466,2025,3.0,1.0,2025-12-31,20260319001024,KCC건설,0.3333333333333333
00113614,2025,6.0,3.0,2025-12-31,20260319001075,대현,0.5
00525934,2025,7.0,4.0,2025-12-31,20260318001308,LX세미콘,0.5714285714285714
00146861,2025,4.0,1.0,2025-12-31,20260318000870,자화전자,0.25
00372226,2025,4.0,1.0,2025-12-31,20260318000738,티에스이,0.25
00361488,2025,3.0,1.0,2025-12-31,20260319000726,텔코웨어,0.3333333333333333
00852087,2025,5.0,2.0,2025-12-31,20260319001086,시디즈,0.4
00117188,2025,9.0,6.0,2025-12-31,20260312000976,효성,0.6666666666666666
00117601,2025,5.0,3.0,2025-12-31,20260312000253,유안타증권,0.6
00131939,2025,5.0,3.0,2025-12-31,20260319000984,선도전기,0.6
00159573,2025,7.0,2.0,2025-12-31,20260814000666,한국주철관공업,0.2857142857142857
00129642,2025,6.0,3.0,2025-12-31,20260318001187,상신브레이크,0.5
00137368,2025,3.0,1.0,2025-12-31,20260319000293,신풍,0.3333333333333333
01237540,2025,6.0,3.0,2025-12-31,20260318001197,이녹스첨단소재,0.5
00367604,2025,4.0,1.0,2025-12-31,20260316000473,SM Life Design,0.25
00125743,2025,7.0,3.0,2025-12-31,20260316001374,현대비앤지스틸,0.42857142857142855
00656951,2025,6.0,3.0,2025-12-31,20260316001224,현대이지웰,0.5
00130684,2025,7.0,3.0,2025-12-31,20260318000625,서울도시가스,0.42857142857142855
00155212,2025,5.0,2.0,2025-12-31,20260417000431,포스코DX,0.4
01263022,2025,6.0,4.0,2025-12-31,20260318000829,BGF리테일,0.6666666666666666
00219097,2025,4.0,2.0,2025-12-31,20260318000777,BGF,0.5
00161426,2025,10.0,3.0,2025-12-31,20260320001158,한미사이언스,0.3
01760738,2025,5.0,4.0,2025-12-31,20260313000943,OCI,0.8
00148461,2025,7.0,3.0,2025-12-31,20260318000296,제일연마,0.42857142857142855
00119195,2025,3.0,3.0,2025-12-31,20260318001027,동화약품,1.0
00106623,2025,7.0,4.0,2025-12-31,20260317000785,현대위아,0.5714285714285714
00172228,2025,5.0,2.0,2025-12-31,20260323001528,엔케이,0.4
00631518,2025,8.0,6.0,2025-12-31,20260316000827,SK이노베이션,0.75
00104810,2025,4.0,1.0,2025-12-31,20260323001106,소노스퀘어,0.25
00375931,2025,5.0,2.0,2025-12-31,20260319001290,인선이엔티,0.4
00121969,2025,5.0,2.0,2025-12-31,20260318000864,에쓰씨엔지니어링,0.4
00128980,2025,4.0,1.0,2025-12-31,20260316000588,삼호개발,0.25
00159616,2025,7.0,4.0,2025-12-31,20260320001246,두산에너빌리티,0.5714285714285714
00164742,2025,12.0,7.0,2025-12-31,20260318001394,현대자동차,0.5833333333333334
01310269,2025,5.0,3.0,2025-12-31,20260318001249,IPARK현대산업개발,0.6
00524421,2025,4.0,1.0,2025-12-31,20260313000585,테스,0.25
00356370,2025,7.0,4.0,2025-12-31,20260316000985,LG생활건강,0.5714285714285714
01571107,2025,4.0,1.0,2025-12-31,20260319001410,오픈엣지테크놀로지,0.25
00693554,2025,4.0,1.0,2025-12-31,20260323001373,티케이케미칼,0.25
00349097,2025,9.0,5.0,2025-12-31,20260318001593,케이티스카이라이프,0.5555555555555556
00422895,2025,3.0,1.0,2025-12-31,20260319000406,세이브존I&C,0.3333333333333333
00372873,2025,7.0,3.0,2025-12-31,20260323001433,KTis,0.42857142857142855
00372882,2025,7.0,3.0,2025-12-31,20260323000707,KTcs,0.42857142857142855
00100939,2025,6.0,3.0,2025-12-31,20260318001400,강남제비스코,0.5
00135777,2025,7.0,2.0,2025-12-31,20260319001044,신대양제지,0.2857142857142857
00146296,2025,4.0,2.0,2025-12-31,20260320001302,일신석재,0.5
00114154,2025,6.0,2.0,2025-12-31,20260317000660,디와이덕양,0.3333333333333333
00154426,2025,6.0,2.0,2025-12-31,20260320000772,아이에이치큐,0.3333333333333333
00137207,2025,6.0,2.0,2025-12-31,20260325000515,유니켐,0.3333333333333333
00426086,2025,6.0,2.0,2025-12-31,20260402002347,티케이지휴켐스,0.3333333333333333
00936787,2025,8.0,3.0,2025-12-31,20260318000074,애경케미칼,0.375
00197759,2025,5.0,1.0,2025-12-31,20260319001166,미래산업,0.2
00146232,2025,4.0,1.0,2025-12-31,20260417000596,일성건설,0.25
00153524,2025,4.0,1.0,2025-12-31,20260319001237,태림포장,0.25
00362441,2025,7.0,4.0,2025-12-31,20260318001324,현대오토에버,0.5714285714285714
00111704,2025,8.0,5.0,2025-12-31,20260317000644,한화오션,0.625
00169048,2025,5.0,2.0,2025-12-31,20260318001016,HLB글로벌,0.4
00296290,2025,7.0,4.0,2025-12-31,20260317000838,키움증권,0.5714285714285714
00117577,2025,5.0,3.0,2025-12-31,20260318000838,오리온홀딩스,0.6
00791209,2025,4.0,1.0,2025-12-31,20260317000732,메타케어,0.25
00113544,2025,6.0,4.0,2025-12-31,20260318001465,대한화섬,0.6666666666666666
00163673,2025,5.0,3.0,2025-12-31,20260319000097,한진중공업홀딩스,0.6
00123772,2025,7.0,3.0,2025-12-31,20260403002276,부국증권,0.42857142857142855
00163716,2025,3.0,1.0,2025-12-31,20260326001334,한창,0.3333333333333333
01244601,2025,6.0,4.0,2025-12-31,20260312001366,카카오페이,0.6666666666666666
01412822,2025,4.0,3.0,2025-12-31,20260319000659,솔루스첨단소재,0.75
00860730,2025,3.0,2.0,2025-12-31,20260323000749,에이자기관리부동산투자회사,0.6666666666666666
00127200,2025,4.0,2.0,2025-12-31,20260319001319,삼영전자공업,0.5
00124799,2025,8.0,3.0,2025-12-31,20260318000986,사조산업,0.375
00361008,2025,7.0,3.0,2025-12-31,20260318000939,한화엔진,0.42857142857142855
00549891,2025,6.0,2.0,2025-12-31,20260316001449,케어젠,0.3333333333333333
01133217,2025,9.0,6.0,2025-12-31,20260318000884,카카오뱅크,0.6666666666666666
00579980,2025,6.0,2.0,2025-12-31,20260320001343,아이티엠반도체,0.3333333333333333
01327746,2025,6.0,3.0,2025-12-31,20260320000892,보로노이,0.5
01325979,2025,7.0,4.0,2025-12-31,20260312000989,세아제강,0.5714285714285714
00110893,2025,8.0,5.0,2025-12-31,20260319000718,대신증권,0.625
00115676,2025,7.0,4.0,2025-12-31,20260316001588,KG스틸,0.5714285714285714
00225742,2025,7.0,2.0,2025-12-31,20260316000800,LS마린솔루션,0.2857142857142857
00120030,2025,7.0,4.0,2025-12-31,20260701000624,GS건설,0.5714285714285714
00128555,2025,5.0,3.0,2025-12-31,20260312000794,삼천리,0.6
00134510,2025,4.0,2.0,2025-12-31,20260316000994,SJG세종,0.5
00166315,2025,5.0,3.0,2025-12-31,20260316000461,화신,0.6
00330424,2025,5.0,3.0,2025-12-31,20260316000923,LS증권,0.6
00191588,2025,6.0,3.0,2025-12-31,20260316001210,삼원강재,0.5
00222532,2025,6.0,3.0,2025-12-31,20260316000756,LG헬로비전,0.5
00300548,2025,7.0,3.0,2025-12-31,20260316001287,현대리바트,0.42857142857142855
00406046,2025,5.0,3.0,2025-12-31,20260316001327,HD현대마린엔진,0.6
00671376,2025,9.0,3.0,2025-12-31,20260430001376,트리니티항공,0.3333333333333333
00635134,2025,7.0,4.0,2025-12-31,20260316001116,CJ제일제당,0.5714285714285714
00759513,2025,9.0,5.0,2025-12-31,20260316001555,LX하우시스,0.5555555555555556
01208885,2025,4.0,1.0,2025-12-31,20260316000333,경동도시가스,0.25
01267170,2025,7.0,4.0,2025-12-31,20260319000495,SK케미칼,0.5714285714285714
00127042,2025,5.0,3.0,2025-12-31,20260319000873,SYTS,0.6
00137915,2025,8.0,2.0,2025-12-31,20260319001365,엠엑스로보틱스,0.25
00454946,2025,4.0,1.0,2025-12-31,20260317000822,그린케미칼,0.25
00123143,2025,5.0,2.0,2025-12-31,20260709000536,보령,0.4
00156150,2025,6.0,2.0,2025-12-31,20260323000002,엑시큐어하이트론,0.3333333333333333
00144252,2025,4.0,1.0,2025-12-31,20260319000893,유니온,0.25
00160843,2025,9.0,6.0,2025-12-31,20260601001661,DB하이텍,0.6666666666666666
00687711,2025,5.0,3.0,2025-12-31,20260319001021,한국철강,0.6
00911955,2025,6.0,3.0,2025-12-31,20260814002486,잇츠한불,0.5
00160302,2025,8.0,3.0,2025-12-31,20260602000269,코스모화학,0.375
00117726,2025,7.0,3.0,2025-12-31,20260323001599,DYP,0.42857142857142855
01762569,2025,4.0,1.0,2025-12-31,20260319001027,이수스페셜티케미컬,0.25
00122472,2025,5.0,3.0,2025-12-31,20260318001618,PKC,0.6
00154329,2025,3.0,1.0,2025-12-31,20260318001472,TP,0.3333333333333333
00164478,2025,7.0,4.0,2025-12-31,20260318001395,현대건설,0.5714285714285714
00401731,2025,7.0,4.0,2025-12-31,20260706000276,LG전자,0.5714285714285714
01060744,2025,9.0,5.0,2025-12-31,20260313001328,한솔제지,0.5555555555555556
00265041,2025,4.0,1.0,2025-12-31,20260319000646,삼양케이씨아이,0.25
01060814,2025,4.0,1.0,2025-12-31,20260313001090,삼양패키징,0.25
01316227,2025,6.0,3.0,2025-12-31,20260311004548,효성티앤씨,0.5
01712485,2025,6.0,2.0,2025-12-31,20260318001091,코오롱모빌리티그룹,0.3333333333333333
00306454,2025,5.0,2.0,2025-12-31,20260318001623,한국정보인증,0.4
00648721,2025,4.0,1.0,2025-12-31,20260220002472,SNT에너지,0.25
00109514,2025,3.0,1.0,2025-12-31,20260323001343,티웨이홀딩스,0.3333333333333333
01238169,2025,5.0,3.0,2025-12-31,20260318001320,오리온,0.6
00134176,2025,6.0,2.0,2025-12-31,20260318001571,세우글로벌,0.3333333333333333
00113225,2025,3.0,1.0,2025-12-31,20260318000780,대한제강,0.3333333333333333
00339391,2025,4.0,3.0,2025-12-31,20260513000644,한화시스템,0.75
00129989,2025,8.0,3.0,2025-12-31,20260602000342,코스모신소재,0.375
00163345,2025,8.0,3.0,2025-12-31,20260323001119,DB,0.375
00411048,2025,7.0,3.0,2025-12-31,20260316000487,에스앤에스텍,0.42857142857142855
00148276,2025,5.0,2.0,2025-12-31,20260310002959,제일기획,0.4
00365989,2025,3.0,1.0,2025-12-31,20260323001076,모나용평,0.3333333333333333
00105101,2025,8.0,3.0,2025-12-31,20260605000111,INVENI,0.375
00309503,2025,6.0,5.0,2025-12-31,20260318001461,한국항공우주,0.8333333333333334
00245472,2025,4.0,1.0,2025-12-31,20260310002891,티씨케이,0.25
00162461,2025,9.0,5.0,2025-12-31,20260325001401,한화솔루션,0.5555555555555556
00520887,2025,4.0,1.0,2025-12-31,20260625000299,비상교육,0.25
00158501,2025,9.0,5.0,2025-12-31,20260311004583,에스원,0.5555555555555556
00159786,2025,5.0,2.0,2025-12-31,20260310002923,유니드,0.4
00508274,2025,4.0,1.0,2025-12-31,20260311004300,일진다이아,0.25
00683469,2025,4.0,1.0,2025-12-31,20260311004216,일진전기,0.25
00972503,2025,4.0,1.0,2025-12-31,20260311004292,일진하이솔루스,0.25
01234297,2025,7.0,3.0,2025-12-31,20260311003661,미원에스씨,0.42857142857142855
00200275,2025,8.0,4.0,2025-12-31,20260319001233,YTN,0.5
00413046,2025,12.0,8.0,2025-12-31,20260316001415,셀트리온,0.6666666666666666
00228536,2025,6.0,3.0,2025-12-31,20260608000442,현대에버다임,0.5
00144720,2025,4.0,2.0,2025-12-31,20260320000895,와이투솔루션,0.5
00203290,2025,8.0,3.0,2025-12-31,20260318001455,콜마홀딩스,0.375
00161709,2025,6.0,3.0,2025-12-31,20260407003277,퍼시스,0.5
00165583,2025,7.0,4.0,2025-12-31,20260319001298,E1,0.5714285714285714
00210856,2025,5.0,2.0,2025-12-31,20260324000545,코아스,0.4
00225159,2025,4.0,1.0,2025-12-31,20260402003712,SNT홀딩스,0.25
00404701,2025,6.0,4.0,2025-12-31,20260318001022,한국자산신탁,0.6666666666666666
00633835,2025,5.0,3.0,2025-12-31,20260319000606,HJ중공업,0.6
00706715,2025,7.0,3.0,2025-12-31,20260319001135,미원홀딩스,0.42857142857142855
00104519,2025,3.0,1.0,2025-12-31,20260330001343,국보,0.3333333333333333
00157104,2025,2.0,3.0,2025-03-31,20250619000257,대동전자,1.5
00552859,2025,5.0,2.0,2025-12-31,20260319001264,HLB테라퓨틱스,0.4
00862853,2025,3.0,1.0,2025-12-31,20260319000825,플레이디,0.3333333333333333
00970453,2025,9.0,4.0,2025-12-31,20260319001417,파마리서치,0.4444444444444444
01067516,2025,6.0,3.0,2025-12-31,20260319001346,골프존,0.5
01311408,2025,6.0,4.0,2025-12-31,20260320000475,에코프로머티,0.6666666666666666
00888347,2025,7.0,2.0,2025-12-31,20260320000349,휴젤,0.2857142857142857
00141626,2025,4.0,1.0,2025-03-31,20250619000265,오리엔트바이오,0.25
00193328,2025,6.0,2.0,2025-12-31,20260323001320,수산인더스트리,0.3333333333333333
00113207,2025,7.0,4.0,2025-12-31,20260318001418,대한전선,0.5714285714285714
01316236,2025,5.0,3.0,2025-12-31,20260311004423,효성화학,0.6
00146454,2025,6.0,3.0,2025-12-31,20260318000595,일양약품,0.5
00302926,2025,7.0,4.0,2025-12-31,20260319001275,현대로템,0.5714285714285714
00360142,2025,7.0,3.0,2025-12-31,20260319000859,아이마켓코리아,0.42857142857142855
00130772,2025,8.0,4.0,2025-12-31,20260319001224,SBS,0.5
01026157,2025,6.0,2.0,2025-12-31,20260318000788,쏘카,0.3333333333333333
00117230,2025,8.0,3.0,2025-12-31,20260318001226,TYM,0.375
00153393,2025,7.0,4.0,2025-12-31,20260323001584,태광산업,0.5714285714285714
00173795,2025,6.0,3.0,2025-12-31,20260319000887,신흥,0.5
00267942,2025,5.0,2.0,2025-12-31,20260317000829,큐캐피탈,0.4
00145686,2025,7.0,3.0,2025-12-31,20260319000381,이화산업,0.42857142857142855
00400857,2025,7.0,3.0,2025-12-31,20260320000406,에이블씨엔씨,0.42857142857142855
00151863,2025,5.0,0.0,2025-12-31,20260325001218,청호ICT,0.0
00127802,2025,11.0,4.0,2025-12-31,20260319001288,삼익THK,0.36363636363636365
00149947,2025,6.0,3.0,2025-12-31,20260318001544,JW중외제약,0.5
01562589,2025,7.0,4.0,2025-12-31,20260323001295,LX홀딩스,0.5714285714285714
00399694,2025,4.0,3.0,2025-12-31,20260319001348,SOOP,0.75
00145163,2025,7.0,3.0,2025-12-31,20260318000243,파미셀,0.42857142857142855
00152385,2025,3.0,1.0,2025-12-31,20260323001476,에이프로젠,0.3333333333333333
00261443,2025,7.0,5.0,2025-12-31,20260318001448,NC,0.7142857142857143
00107224,2025,6.0,2.0,2025-12-31,20260323001569,남선알미늄,0.3333333333333333
00117629,2025,3.0,1.0,2025-12-31,20260318001380,KBI동양철관,0.3333333333333333
00174527,2025,6.0,3.0,2025-12-31,20260319000781,HS화성,0.5
00108135,2025,5.0,2.0,2025-12-31,20260318000995,녹십자홀딩스,0.4
00411808,2025,4.0,2.0,2025-12-31,20260323000393,제이오,0.5
00125530,2025,5.0,3.0,2025-12-31,20260318001066,삼립,0.6
00129679,2025,7.0,4.0,2025-12-31,20260318001316,녹십자,0.5714285714285714
00162063,2025,5.0,2.0,2025-12-31,20260319000721,한신공영,0.4
00619640,2025,3.0,1.0,2025-12-31,20260403002080,에코앤드림,0.3333333333333333
00842619,2025,7.0,2.0,2025-12-31,20260323001538,리가켐바이오,0.2857142857142857
00115694,2025,5.0,3.0,2025-12-31,20260318000876,DB증권,0.6
00138242,2025,7.0,5.0,2025-12-31,20260318000964,KG모빌리티,0.7142857142857143
00244455,2025,8.0,6.0,2025-12-31,20260318001422,케이티앤지,0.75
00255619,2025,11.0,8.0,2025-12-31,20260323000917,강원랜드,0.7272727272727273
