corp_code,bsns_year,drctr_co,otcmp_drctr_co,stlm_dt,rcept_no,corp_name,outside_ratio
00525679,2025,4.0,1.0,2025-12-31,20260609000370,차바이오텍,0.25
00356802,2025,6.0,3.0,2025-12-31,20260317000027,큐렉소,0.5
00107598,2025,6.0,2.0,2025-12-31,20260319001235,남양유업,0.3333333333333333
01236532,2025,4.0,1.0,2025-12-31,20260313001171,와이즈버즈,0.25
00298270,2025,6.0,3.0,2025-12-31,20260320000868,안랩,0.5
00105873,2025,7.0,4.0,2025-12-31,20260311003822,LG디스플레이,0.5714285714285714
00117267,2025,5.0,3.0,2025-12-31,20260331004234,동양생명,0.6
01702017,2025,3.0,1.0,2025-12-31,20260318001647,유니드비티플러스,0.3333333333333333
00141404,2025,7.0,2.0,2025-12-31,20260323001405,블루산업개발,0.2857142857142857
00126362,2025,7.0,4.0,2025-12-31,20260310002954,삼성SDI,0.5714285714285714
00787376,2025,10.0,3.0,2025-12-31,20260318001167,대성에너지,0.3
00815369,2025,3.0,1.0,2025-12-31,20260319001071,에스제이엠,0.3333333333333333
01020843,2025,4.0,1.0,2025-12-31,20260318000720,원익피앤이,0.25
00126308,2025,7.0,4.0,2025-12-31,20260311003927,삼성E&A,0.5714285714285714
00121543,2025,7.0,3.0,2025-12-31,20260318000658,무학,0.42857142857142855
00132211,2025,4.0,1.0,2025-12-31,20260323000705,SUN&L,0.25
00925374,2025,3.0,2.0,2025-12-31,20260323001135,윤성에프앤씨,0.6666666666666666
00160861,2025,6.0,2.0,2025-12-31,20260319000612,한농화성,0.3333333333333333
00141529,2025,6.0,4.0,2025-12-31,20260318000621,오뚜기,0.6666666666666666
00151368,2025,5.0,3.0,2025-12-31,20260316001310,인터지스,0.6
00503668,2025,7.0,4.0,2025-12-31,20260323001211,LIG디펜스앤에어로스페이스,0.5714285714285714
00151298,2025,7.0,3.0,2025-12-31,20260318001149,DSR제강,0.42857142857142855
00178754,2025,6.0,2.0,2025-12-31,20260318001545,동아지질,0.3333333333333333
00173102,2025,6.0,2.0,2025-12-31,20260515002512,모나리자,0.3333333333333333
01386916,2025,6.0,4.0,2025-12-31,20260316001149,SK아이이테크놀로지,0.6666666666666666
00486097,2025,7.0,3.0,2025-12-31,20260320000328,KT나스미디어,0.42857142857142855
00149804,2025,7.0,3.0,2025-12-31,20260317000864,디와이에이,0.42857142857142855
00405278,2025,4.0,1.0,2025-12-31,20260313001362,KG파이낸셜,0.25
00124726,2025,6.0,2.0,2025-12-31,20260318001526,빙그레,0.3333333333333333
00101433,2025,4.0,1.0,2025-12-31,20260318001176,경농,0.25
00226352,2025,4.0,1.0,2025-12-31,20260319000852,케이엠더블유,0.25
00131780,2025,7.0,4.0,2025-12-31,20260318001112,SK네트웍스,0.5714285714285714
00364467,2025,7.0,2.0,2025-12-31,20260319000743,드림어스컴퍼니,0.2857142857142857
00141273,2025,5.0,2.0,2025-12-31,20260331000524,웰바이오텍,0.4
01489648,2025,3.0,1.0,2025-12-31,20260316001567,솔브레인,0.3333333333333333
00195229,2025,7.0,3.0,2025-12-31,20260318000916,미스토홀딩스,0.42857142857142855
00194947,2025,8.0,4.0,2025-12-31,20260319000705,한전산업,0.5
00117498,2025,8.0,4.0,2025-12-31,20260319000750,스틱인베스트먼트,0.5
00540605,2025,5.0,2.0,2025-12-31,20260319000675,이월드,0.4
00679314,2025,5.0,2.0,2025-12-31,20260318001381,동성케미컬,0.4
00531014,2025,4.0,1.0,2025-12-31,20260319000837,유진테크,0.25
00120562,2025,8.0,5.0,2025-12-31,20260316001619,롯데지주,0.625
00398701,2025,8.0,5.0,2025-12-31,20260814000818,엘앤에프,0.625
00838005,2025,4.0,1.0,2025-12-31,20260323001543,서진시스템,0.25
01256864,2025,5.0,3.0,2025-12-31,20260312000744,에이비엘바이오,0.6
00104573,2025,5.0,3.0,2025-12-31,20260320000352,국일제지,0.6
00103176,2025,6.0,4.0,2025-12-31,20260319001047,흥국화재,0.6666666666666666
00109824,2025,4.0,1.0,2025-12-31,20260319001328,대림통상,0.25
00113243,2025,5.0,2.0,2025-12-31,20260319001278,대한제분,0.4
00144243,2025,7.0,2.0,2025-12-31,20260319001238,유니슨,0.2857142857142857
00115287,2025,3.0,1.0,2025-12-31,20260319001296,동방,0.3333333333333333
00118266,2025,5.0,4.0,2025-12-31,20260319000977,DRB동일,0.8
00120076,2025,7.0,4.0,2025-12-31,20260318000623,LX인터내셔널,0.5714285714285714
00260958,2025,7.0,3.0,2025-12-31,20260319001242,케이티알파,0.42857142857142855
00130879,2025,6.0,2.0,2025-12-31,20260319000927,서울식품공업,0.3333333333333333
00159795,2025,3.0,1.0,2025-12-31,20260319001272,한국카본,0.3333333333333333
00382199,2025,11.0,9.0,2025-12-31,20260318000826,신한지주,0.8181818181818182
00492894,2025,6.0,2.0,2025-12-31,20260320001156,젬백스,0.3333333333333333
00115612,2025,5.0,3.0,2025-12-31,20260316001362,동부건설,0.6
00145260,2025,4.0,2.0,2025-12-31,20260316001034,율촌화학,0.5
00108241,2025,7.0,4.0,2025-12-31,20260311003892,농심,0.5714285714285714
00117276,2025,8.0,2.0,2025-12-31,20260323001523,네이처셀,0.25
00120526,2025,8.0,6.0,2025-12-31,20260312001405,롯데쇼핑,0.75
00144395,2025,4.0,1.0,2025-12-31,20260312000207,동서,0.25
00149655,2025,9.0,5.0,2025-12-31,20260312000856,삼성물산,0.5555555555555556
00165413,2025,10.0,6.0,2025-12-31,20260312001296,롯데케미칼,0.6
00101044,2025,4.0,1.0,2025-12-31,20260320000881,에이프로젠바이오로직스,0.25
00163512,2025,8.0,5.0,2025-12-31,20260316001427,한진,0.625
01497869,2025,8.0,4.0,2025-12-31,20260320000006,티와이홀딩스,0.5
00172185,2025,4.0,1.0,2025-12-31,20260320001336,남성,0.25
00260392,2025,4.0,2.0,2025-12-31,20260331003244,대원전선,0.5
00190321,2025,9.0,7.0,2025-12-31,20260323001553,케이티,0.7777777777777778
00198697,2025,4.0,1.0,2025-12-31,20260323001151,일진디스플,0.25
00220613,2025,6.0,3.0,2025-12-31,20260414002511,넥스틸,0.5
00356361,2025,7.0,4.0,2025-12-31,20260313001195,LG화학,0.5714285714285714
00365590,2025,4.0,2.0,2025-12-31,20260323001728,HLB생명과학,0.5
00102751,2025,7.0,3.0,2025-12-31,20260311003408,고려산업,0.42857142857142855
00123541,2025,3.0,1.0,2025-12-31,20260318000704,보해양조,0.3333333333333333
00162416,2025,5.0,3.0,2025-12-31,20260318001610,한양증권,0.6
00103130,2025,6.0,2.0,2025-12-31,20260318000918,플레이그램,0.3333333333333333
00163691,2025,4.0,3.0,2025-12-31,20260323001290,유수홀딩스,0.75
00150244,2025,5.0,3.0,2025-12-31,20260318000752,하이트진로,0.6
00415628,2025,3.0,1.0,2025-12-31,20260323001183,세진중공업,0.3333333333333333
00480367,2025,4.0,1.0,2025-12-31,20260323000486,SK오션플랜트,0.25
00653024,2025,7.0,4.0,2025-12-31,20260318000946,진에어,0.5714285714285714
00795135,2025,11.0,6.0,2025-12-31,20260331001900,코오롱인더,0.5454545454545454
00816544,2025,6.0,3.0,2025-12-31,20260323001192,토니모리,0.5
00425351,2025,3.0,1.0,2025-12-31,20260316000476,멀티캠퍼스,0.3333333333333333
00828497,2025,10.0,4.0,2025-12-31,20260320001130,한미약품,0.4
00447487,2025,3.0,1.0,2025-12-31,20260323001029,제주반도체,0.3333333333333333
01205709,2025,5.0,3.0,2025-12-31,20260320000872,HD현대,0.6
01390344,2025,5.0,3.0,2025-12-31,20260320000859,HD현대중공업,0.6
00140955,2025,6.0,3.0,2025-12-31,20260318001424,한솔케미칼,0.5
00563545,2025,5.0,3.0,2025-12-31,20260323001118,두산테스나,0.6
00118044,2025,4.0,1.0,2025-12-31,20260312000830,동원수산,0.25
00106881,2025,3.0,1.0,2025-12-31,20260319000445,인디에프,0.3333333333333333
01226410,2025,7.0,2.0,2025-12-31,20260323001238,씨앤씨인터내셔널,0.2857142857142857
01261644,2025,8.0,3.0,2025-12-31,20260320000803,레인보우로보틱스,0.375
00177199,2025,4.0,1.0,2025-12-31,20260724000315,디씨엠,0.25
00657783,2025,4.0,1.0,2025-12-31,20260318000753,모델솔루션,0.25
00126380,2025,9.0,6.0,2025-12-31,20260310002820,삼성전자,0.6666666666666666
01261893,2025,9.0,3.0,2025-12-31,20260313001174,케이씨텍,0.3333333333333333
00172936,2025,5.0,3.0,2025-12-31,20260326000328,동일산업,0.6
00173874,2025,8.0,5.0,2025-12-31,20260318001435,넥센타이어,0.625
00233653,2025,8.0,4.0,2025-12-31,20260318001299,한국토지신탁,0.5
00299002,2025,7.0,4.0,2025-12-31,20260813001221,HL홀딩스,0.5714285714285714
01061558,2025,6.0,2.0,2025-12-31,20260318001436,덕산네오룩스,0.3333333333333333
00350312,2025,3.0,1.0,2025-12-31,20260318001288,HDC랩스,0.3333333333333333
00186559,2025,3.0,1.0,2025-12-31,20260323001544,아이티센씨티에스,0.3333333333333333
00147860,2025,6.0,3.0,2025-12-31,20260320000787,에스엠벡셀,0.5
01109539,2025,3.0,1.0,2025-12-31,20260318001246,와이씨,0.3333333333333333
00357935,2025,3.0,1.0,2025-12-31,20260814001252,HDC현대EP,0.3333333333333333
00365387,2025,6.0,2.0,2025-12-31,20260318001186,AJ네트웍스,0.3333333333333333
00369833,2025,4.0,1.0,2025-12-31,20260318001126,유니온머티리얼,0.25
00458234,2025,7.0,5.0,2025-12-31,20260317000731,아시아나IDT,0.7142857142857143
00459871,2025,4.0,1.0,2025-12-31,20260318001210,농심홀딩스,0.25
00896285,2025,8.0,5.0,2025-12-31,20260318001585,삼양사,0.625
01042775,2025,7.0,4.0,2025-12-31,20260318000883,HL만도,0.5714285714285714
01205842,2025,5.0,3.0,2025-12-31,20260602000456,HD건설기계,0.6
01428203,2025,5.0,3.0,2025-12-31,20260319000948,케이씨씨글라스,0.6
00113058,2025,7.0,4.0,2025-12-31,20260331003585,한화생명,0.5714285714285714
00148540,2025,7.0,4.0,2025-12-31,20260318001509,CJ,0.5714285714285714
00127857,2025,4.0,1.0,2025-12-31,20260814002549,삼익악기,0.25
00107613,2025,4.0,1.0,2025-12-31,20260323000847,이수페타시스,0.25
00126566,2025,9.0,5.0,2025-12-31,20260316001112,한화에어로스페이스,0.5555555555555556
00565154,2025,7.0,3.0,2025-12-31,20260310003051,이노션,0.42857142857142855
00171265,2025,5.0,3.0,2025-12-31,20260319001270,파라다이스,0.6
00155531,2025,6.0,2.0,2025-12-31,20260312001433,풍산홀딩스,0.3333333333333333
00103510,2025,3.0,1.0,2025-12-31,20260323001493,인지컨트롤스,0.3333333333333333
00130383,2025,7.0,4.0,2025-12-31,20260319000002,서부T&D,0.5714285714285714
00104786,2025,4.0,1.0,2025-12-31,20260323000816,미래아이앤지,0.25
00159698,2025,10.0,6.0,2025-12-31,20260313000652,지역난방공사,0.6
00210980,2025,4.0,1.0,2025-12-31,20260323000632,원익,0.25
00453284,2025,7.0,4.0,2025-12-31,20260323000879,교촌에프앤비,0.5714285714285714
00103626,2025,4.0,,2025-12-31,20260312000618,한솔피엔에스,
00136341,2025,3.0,1.0,2025-06-30,20250918000334,신성통상,0.3333333333333333
00134723,2025,4.0,1.0,2025-12-31,20260323001240,페이퍼코리아,0.25
01021666,2025,3.0,1.0,2025-12-31,20260323001592,덕산테코피아,0.3333333333333333
00583442,2025,5.0,2.0,2025-12-31,20260312000811,노루페인트,0.4
01258507,2025,7.0,5.0,2025-12-31,20260312000907,롯데웰푸드,0.7142857142857143
00119140,2025,8.0,3.0,2025-12-31,20260731000461,핸즈코퍼레이션,0.375
00121288,2025,4.0,1.0,2025-12-31,20260323001298,모나미,0.25
00124090,2025,6.0,3.0,2025-12-31,20260323000279,한국특강,0.5
00125080,2025,8.0,3.0,2025-12-31,20260323001489,AK홀딩스,0.375
00131197,2025,4.0,1.0,2025-12-31,20260601001187,서원,0.25
00135050,2025,8.0,2.0,2025-12-31,20260515001314,팜젠사이언스,0.25
00135111,2025,8.0,3.0,2025-12-31,20260323001435,수산세보틱스,0.375
00141477,2025,5.0,3.0,2025-12-31,20260323000923,영흥,0.6
00152880,2025,9.0,5.0,2025-12-31,20260323001556,코오롱글로벌,0.5555555555555556
00164830,2025,5.0,3.0,2025-12-31,20260320001032,HD한국조선해양,0.6
00113508,2025,4.0,2.0,2025-12-31,20260312001302,노루홀딩스,0.5
00148610,2025,5.0,3.0,2025-12-31,20260310002967,한화투자증권,0.6
00102858,2025,19.0,13.0,2025-12-31,20260813001726,고려아연,0.6842105263157895
01596425,2025,6.0,4.0,2025-12-31,20260317000830,SK스퀘어,0.6666666666666666
01187148,2025,4.0,1.0,2025-12-31,20260319000459,케어랩스,0.25
01159233,2025,5.0,2.0,2025-12-31,20260325001187,솔루엠,0.4
00469799,2025,6.0,2.0,2025-12-31,20260331000004,이엔플러스,0.3333333333333333
00244747,2025,7.0,5.0,2025-12-31,20260319000022,파크시스템스,0.7142857142857143
01067808,2025,4.0,3.0,2025-12-31,20260318000703,넵튠,0.75
00166227,2025,7.0,3.0,2025-12-31,20260312000403,화승인더스트리,0.42857142857142855
00728638,2025,6.0,3.0,2025-12-31,20260318001459,한세실업,0.5
00104698,2025,6.0,3.0,2025-12-31,20260318001521,LS네트웍스,0.5
00128175,2025,4.0,1.0,2025-12-31,20260318000858,원익큐브,0.25
00112059,2025,5.0,3.0,2025-12-31,20260630000637,상상인증권,0.6
00112651,2025,3.0,1.0,2025-12-31,20260318000499,대창,0.3333333333333333
00115977,2025,7.0,4.0,2025-12-31,20260318001565,아이에스동서,0.5714285714285714
00117300,2025,4.0,1.0,2025-12-31,20260318000366,TCC스틸,0.25
00118345,2025,8.0,4.0,2025-12-31,20260318001468,디아이동일,0.5
00156859,2025,9.0,5.0,2025-12-31,20260312000604,다올투자증권,0.5555555555555556
00252135,2025,6.0,4.0,2025-12-31,20260318000323,주성엔지니어링,0.6666666666666666
00113526,2025,9.0,6.0,2025-12-31,20260318001125,대한항공,0.6666666666666666
00227333,2025,7.0,2.0,2025-12-31,20260318001666,네패스,0.2857142857142857
00129420,2025,5.0,3.0,2025-12-31,20260318000955,까뮤이앤씨,0.6
00132637,2025,3.0,1.0,2025-12-31,20260514000698,동원시스템즈,0.3333333333333333
00133706,2025,4.0,1.0,2025-12-31,20260318001240,한국제지,0.25
00138190,2025,7.0,3.0,2025-12-31,20260317000713,GS글로벌,0.42857142857142855
00139454,2025,8.0,3.0,2025-12-31,20260318001405,애경산업,0.375
00366137,2025,4.0,1.0,2025-12-31,20260318001667,KG에코솔루션,0.25
00139889,2025,7.0,4.0,2025-12-31,20260610000521,SKC,0.5714285714285714
00141875,2025,6.0,3.0,2025-12-31,20260318001080,사조오양,0.5
00145446,2025,4.0,1.0,2025-12-31,20260318001636,이건산업,0.25
00146083,2025,6.0,2.0,2025-12-31,20260318001076,일동홀딩스,0.3333333333333333
00133858,2025,8.0,3.0,2025-12-31,20260319001105,세방전지,0.375
00137359,2025,5.0,3.0,2025-12-31,20260320000611,신풍제약,0.6
00149646,2025,6.0,4.0,2025-12-31,20260318000761,기업은행,0.6666666666666666
00154462,2025,6.0,4.0,2025-12-31,20260318000825,아모레퍼시픽홀딩스,0.6666666666666666
00525642,2025,3.0,1.0,2025-12-31,20260318001698,코오롱생명과학,0.3333333333333333
00148896,2025,7.0,4.0,2025-12-31,20260318000617,OCI홀딩스,0.5714285714285714
00153621,2025,3.0,1.0,2025-12-31,20260318001238,참엔지니어링,0.3333333333333333
00153861,2025,5.0,3.0,2025-12-31,20260318001574,태영건설,0.6
00541163,2025,3.0,2.0,2025-12-31,20260318000944,이엠텍,0.6666666666666666
00159023,2025,8.0,5.0,2025-12-31,20260318000532,SK텔레콤,0.625
00162586,2025,7.0,2.0,2025-12-31,20260318001637,한올바이오파마,0.2857142857142857
00572905,2025,7.0,2.0,2025-12-31,20260318000018,ISC,0.2857142857142857
00163114,2025,6.0,3.0,2025-12-31,20260318001577,서연,0.5
00164636,2025,5.0,3.0,2025-12-31,20260318001262,HDC,0.6
01096341,2025,3.0,1.0,2025-12-31,20260319000472,넥슨게임즈,0.3333333333333333
00234412,2025,8.0,3.0,2025-12-31,20260316001380,신세계인터내셔날,0.375
00989619,2025,6.0,2.0,2025-12-31,20260323001596,알테오젠,0.3333333333333333
01456011,2025,7.0,2.0,2025-12-31,20260316001246,디어유,0.2857142857142857
00301246,2025,4.0,1.0,2025-12-31,20260323000826,SFA반도체,0.25
00109189,2025,4.0,1.0,2025-12-31,20260319001087,대덕,0.25
00126937,2025,6.0,4.0,2025-12-31,20260323001299,삼양홀딩스,0.6666666666666666
01351080,2025,8.0,4.0,2025-12-31,20260318001639,지아이이노베이션,0.5
00151395,2025,4.0,1.0,2025-12-31,20260319000972,천일고속,0.25
00579999,2025,6.0,2.0,2025-12-31,20260312000804,고영,0.3333333333333333
01319808,2025,7.0,4.0,2025-12-31,20260317000863,한일시멘트,0.5714285714285714
00176835,2025,11.0,6.0,2025-12-31,20260320000311,NH농우바이오,0.5454545454545454
01168383,2025,6.0,2.0,2025-12-31,20260318000787,일동제약,0.3333333333333333
00136721,2025,5.0,3.0,2025-03-31,20250829000681,신영증권,0.6
00442835,2025,4.0,1.0,2025-12-31,20260319000871,메타랩스,0.25
00112022,2025,5.0,3.0,2025-12-31,20260702000206,대원화성,0.6
00105280,2025,6.0,3.0,2025-12-31,20260814002527,현대지에프홀딩스,0.5
00606664,2025,4.0,1.0,2025-12-31,20260311003815,케이엔더블유,0.25
00128546,2025,4.0,1.0,2025-12-31,20260602000573,삼천당제약,0.25
00238782,2025,4.0,1.0,2025-12-31,20260320001289,다우데이타,0.25
01722437,2025,5.0,3.0,2025-12-31,20260318001221,한화갤러리아,0.6
00148993,2025,5.0,3.0,2025-12-31,20260318001474,하이트진로홀딩스,0.6
00117212,2025,7.0,4.0,2025-12-31,20260323000945,두산,0.5714285714285714
00122056,2025,6.0,2.0,2025-12-31,20260320001114,미창석유공업,0.3333333333333333
00104722,2025,6.0,3.0,2025-12-31,20260318000669,국제약품,0.5
00112378,2025,4.0,2.0,2025-12-31,20260320001257,KR모터스,0.5
00117337,2025,7.0,3.0,2025-12-31,20260318001406,동양,0.42857142857142855
00118451,2025,7.0,3.0,2025-12-31,20260323000811,동일제강,0.42857142857142855
00159740,2025,6.0,3.0,2025-12-31,20260319001343,KISCO홀딩스,0.5
00160047,2025,6.0,4.0,2025-12-31,20260318000997,한국앤컴퍼니,0.6666666666666666
00203582,2025,7.0,2.0,2025-12-31,20260311003988,한솔홈데코,0.2857142857142857
00305668,2025,3.0,1.0,2025-12-31,20260331002685,새론오토모티브,0.3333333333333333
01160363,2025,8.0,5.0,2025-12-31,20260318001622,에코프로비엠,0.625
00149594,2025,7.0,4.0,2025-12-31,20260312000997,한국캐피탈,0.5714285714285714
00136101,2025,5.0,2.0,2025-03-31,20250617000184,메이슨캐피탈,0.4
00122737,2025,7.0,4.0,2025-12-31,20260319001097,팬오션,0.5714285714285714
00353610,2025,3.0,1.0,2025-12-31,20260320001193,이니텍,0.3333333333333333
01365825,2025,5.0,2.0,2025-12-31,20260323000017,피에스케이,0.4
00523307,2025,6.0,2.0,2025-12-31,20260324000038,다원시스,0.3333333333333333
00415868,2025,4.0,2.0,2025-12-31,20260318001345,펩트론,0.5
00168331,2025,4.0,1.0,2025-12-31,20260319001171,온타이드,0.25
00164645,2025,6.0,4.0,2025-12-31,20260318001444,HMM,0.6666666666666666
00136457,2025,7.0,3.0,2025-12-31,20260320000650,SH에너지화학,0.42857142857142855
00126955,2025,8.0,4.0,2025-12-31,20260318001082,삼양식품,0.5
01035289,2025,4.0,1.0,2025-12-31,20260323001430,제이케이리버스톤자기관리부동산투자회사,0.25
00145437,2025,6.0,2.0,2025-12-31,20260318001629,아센디오,0.3333333333333333
00134477,2025,4.0,1.0,2025-12-31,20260219002133,SNT다이내믹스,0.25
00526836,2025,4.0,1.0,2025-12-31,20260319000008,미래나노텍,0.25
01032404,2025,8.0,2.0,2025-12-31,20260317000761,콜마비앤에이치,0.25
00241005,2025,6.0,2.0,2025-12-31,20260317000831,코오롱이앤피,0.3333333333333333
01262032,2025,7.0,3.0,2025-12-31,20260313000002,롯데이노베이트,0.42857142857142855
00628189,2025,5.0,3.0,2025-12-31,20260318001421,웅진씽크빅,0.6
00132868,2025,4.0,1.0,2025-12-31,20260318000501,우성머티리얼스,0.25
00124027,2025,5.0,2.0,2025-12-31,20260319000540,부산산업,0.4
00982023,2025,7.0,2.0,2025-12-31,20260320001024,실리콘투,0.2857142857142857
00159810,2025,7.0,4.0,2025-12-31,20260323000718,카프로,0.5714285714285714
00681142,2025,7.0,4.0,2025-12-31,20260331004451,쌍방울,0.5714285714285714
00143651,2025,6.0,2.0,2025-12-31,20260318001480,웅진,0.3333333333333333
00226866,2025,7.0,3.0,2025-12-31,20260317000896,인탑스,0.42857142857142855
00450010,2025,3.0,2.0,2025-12-31,20260318000736,씨티알모빌리티,0.6666666666666666
01319899,2025,7.0,4.0,2025-12-31,20260313000936,SK바이오사이언스,0.5714285714285714
00115384,2025,4.0,1.0,2025-12-31,20260312000569,동방아그로,0.25
00476498,2025,5.0,3.0,2025-12-31,20260320001410,컴투스,0.6
01010110,2025,6.0,3.0,2025-12-31,20260724000595,더블유게임즈,0.5
01137383,2025,9.0,6.0,2025-12-31,20260318001659,카카오게임즈,0.6666666666666666
01515323,2025,7.0,4.0,2025-12-31,20260312000217,LG에너지솔루션,0.5714285714285714
00983271,2025,6.0,3.0,2025-12-31,20260318001525,NHN,0.5
00133991,2025,4.0,1.0,2025-12-31,20260318001410,세아특수강,0.25
00585219,2025,3.0,1.0,2025-12-31,20260622000358,세원이앤씨,0.3333333333333333
00136776,2025,8.0,2.0,2025-12-31,20260319001268,차AI헬스케어,0.25
00146214,2025,8.0,3.0,2025-12-31,20260318001342,일성아이에스,0.375
00358271,2025,6.0,3.0,2025-12-31,20260610000400,SFA,0.5
00159218,2025,9.0,5.0,2025-12-31,20260323000091,한전KPS,0.5555555555555556
01524093,2025,7.0,4.0,2025-12-31,20260814003447,DL이앤씨,0.5714285714285714
00480950,2025,5.0,3.0,2025-12-31,20260331004772,이아이디,0.6
00347734,2025,3.0,1.0,2025-12-31,20260303003003,진양화학,0.3333333333333333
00109286,2025,7.0,4.0,2025-12-31,20260318001552,대동,0.5714285714285714
00118804,2025,4.0,1.0,2025-12-31,20260319000264,동진쎄미켐,0.25
00112970,2025,6.0,2.0,2025-12-31,20260319001239,대한방직,0.3333333333333333
01090471,2025,7.0,3.0,2025-12-31,20260320001352,SFA넥셀,0.42857142857142855
01288827,2025,7.0,3.0,2025-12-31,20260319000776,HPSP,0.42857142857142855
00129387,2025,5.0,2.0,2025-12-31,20260318000462,SP삼화,0.4
00111111,2025,6.0,2.0,2025-12-31,20260319001294,대양금속,0.3333333333333333
00470829,2025,7.0,3.0,2025-12-31,20260227005846,인티큐브,0.42857142857142855
00453488,2025,6.0,3.0,2025-12-31,20260323001749,다이나믹디자인,0.5
00160588,2025,7.0,4.0,2025-12-31,20260331003871,한화,0.5714285714285714
00106395,2025,6.0,2.0,2025-12-31,20260318001105,금호전기,0.3333333333333333
00876908,2025,3.0,1.0,2025-12-31,20260318000967,모트렉스,0.3333333333333333
00444329,2025,5.0,3.0,2025-12-31,20260319000853,위메이드,0.6
00367844,2025,5.0,3.0,2025-12-31,20260630001001,자이에스앤디,0.6
00547583,2025,12.0,9.0,2025-12-31,20260814004019,하나금융지주,0.75
00140131,2025,4.0,1.0,2025-12-31,20260317000560,키다리스튜디오,0.25
00158325,2025,8.0,3.0,2025-12-31,20260313001207,NICE평가정보,0.375
00159500,2025,8.0,3.0,2025-12-31,20260318001681,한국종합기술,0.375
00145880,2025,9.0,5.0,2025-12-31,20260318001506,현대제철,0.5555555555555556
00340096,2025,4.0,1.0,2025-12-31,20260313001348,미래에셋벤처투자,0.25
00904672,2025,9.0,5.0,2025-12-31,20260318001170,넷마블,0.5555555555555556
00193009,2025,7.0,2.0,2025-12-31,20260731000424,케이에이치필룩스,0.2857142857142857
00651017,2025,3.0,1.0,2025-12-31,20260313001276,나우IB,0.3333333333333333
00111847,2025,7.0,4.0,2025-12-31,20260318001323,대원강업,0.5714285714285714
01071041,2025,5.0,3.0,2025-12-31,20260316001695,CJ 바이오사이언스,0.6
00103592,2025,6.0,3.0,2025-12-31,20260318001573,광동제약,0.5
00108746,2025,7.0,4.0,2025-12-31,20260528000864,DKME,0.5714285714285714
00109693,2025,5.0,3.0,2025-12-31,20260318000970,DL,0.6
00118026,2025,9.0,5.0,2025-12-31,20260318001195,동원산업,0.5555555555555556
00117179,2025,7.0,2.0,2025-12-31,20260318001042,디와이,0.2857142857142857
00118521,2025,5.0,2.0,2025-12-31,20260407003512,진원생명과학,0.4
00684714,2025,7.0,4.0,2025-12-31,20260312001327,풍산,0.5714285714285714
00172291,2025,5.0,2.0,2025-12-31,20260318001198,더존비즈온,0.4
00110750,2025,3.0,1.0,2025-12-31,20260320000002,GMI벤처,0.3333333333333333
00104999,2025,6.0,3.0,2025-12-31,20260702000587,윌비스,0.5
00274933,2025,6.0,3.0,2025-12-31,20260318000936,신세계푸드,0.5
01061327,2025,7.0,3.0,2025-12-31,20260323001541,클래시스,0.42857142857142855
00204262,2025,6.0,2.0,2025-12-31,20260318001305,한컴,0.3333333333333333
00121932,2025,7.0,3.0,2025-12-31,20260316000483,미원상사,0.42857142857142855
00118008,2025,6.0,3.0,2025-03-31,20250618000195,동원모빌리티,0.5
00415646,2025,7.0,3.0,2025-12-31,20260318001215,드림텍,0.42857142857142855
00135917,2025,7.0,4.0,2025-12-31,20260331000594,한화손해보험,0.5714285714285714
00760971,2025,7.0,5.0,2025-12-31,20260515002689,크래프톤,0.7142857142857143
00109806,2025,7.0,3.0,2025-12-31,20260323000312,삼일씨엔에스,0.42857142857142855
00111421,2025,3.0,1.0,2025-12-31,20260319001066,휴니드테크놀러지스,0.3333333333333333
00145862,2025,6.0,2.0,2025-12-31,20260305001037,인천도시가스,0.3333333333333333
01234507,2025,7.0,4.0,2025-12-31,20260319001065,매일유업,0.5714285714285714
00120182,2025,7.0,5.0,2025-12-31,20260313000771,NH투자증권,0.7142857142857143
00304915,2025,4.0,2.0,2025-03-31,20250620000266,코리아에셋투자증권,0.5
00120872,2025,4.0,2.0,2025-06-30,20250918000340,만호제강,0.5
00113535,2025,5.0,3.0,2025-12-31,20260320001138,대한해운,0.6
00481454,2025,7.0,4.0,2025-12-31,20260317000836,금호타이어,0.5714285714285714
00112332,2025,6.0,3.0,2025-12-31,20260721001043,미래에셋생명,0.5
00412597,2025,7.0,4.0,2025-12-31,20260316000819,현대홈쇼핑,0.5714285714285714
00126089,2025,5.0,2.0,2025-12-31,20260619000568,DH오토넥스,0.4
00261285,2025,14.0,8.0,2025-12-31,20260323001058,한국가스공사,0.5714285714285714
00119672,2025,7.0,2.0,2025-12-31,20260318001456,두올,0.2857142857142857
00158307,2025,9.0,5.0,2025-12-31,20260311004061,롯데하이마트,0.5555555555555556
00199252,2025,8.0,2.0,2025-12-31,20260323001673,HLB,0.25
00103662,2025,6.0,1.0,2025-12-31,20260407003303,광명전기,0.16666666666666666
00428729,2025,8.0,2.0,2025-12-31,20260324000005,대호에이엘,0.25
00146542,2025,4.0,2.0,2025-12-31,20260323000224,일정실업,0.5
00269241,2025,5.0,2.0,2025-12-31,20260319000699,주연테크,0.4
00106641,2025,9.0,5.0,2025-12-31,20260312001224,기아,0.5555555555555556
00396925,2025,7.0,2.0,2025-12-31,20260716000549,엠로,0.2857142857142857
00122825,2025,7.0,2.0,2025-12-31,20260407003654,프리티,0.2857142857142857
